225,0.433
226,0.429
227,0.47
228,0.418
229,0.496
230,0.482
231,0.62
232,0.443
233,0.401
234,0.414
235,0.376
236,0.482
237,0.378
238,0.501
239,0.393
240,0.484
241,0.555
242,0.321
243,0.473
244,0.417
245,0.384
246,0.51
247,0.498
248,0.474
249,0.386
250,0.41
251,0.438
252,0.587
253,0.473
254,0.426
255,0.471
256,0.549
257,0.517
258,0.379
259,0.447
260,0.446
261,0.296
262,0.499
263,0.518
264,0.539
265,0.376
266,0.584
267,0.369
268,0.47
269,0.397
270,0.471
271,0.537
272,0.429
273,0.431
274,0.453
275,0.421
276,0.428
277,0.427
278,0.642
279,0.49
280,0.537
281,0.426
282,0.525
283,0.459
284,0.38
285,0.466
286,0.534
287,0.628
288,0.53
289,0.523
290,0.451
291,0.389
292,0.337
293,0.418
294,0.654
295,0.407
296,0.431
297,0.46
298,0.432
299,0.379
300,0.454
301,0.45
302,0.545
303,0.455
304,0.396
305,0.579
306,0.406
307,2.901
308,0.527
309,0.595
310,0.605
311,0.391
312,0.448
313,0.502
314,0.406
315,0.555
316,0.498
317,0.488
318,0.614
319,0.589
320,0.479
321,0.459
322,0.41
323,0.482
324,0.365
325,0.476
326,0.431
327,0.399
328,0.519
329,0.491
330,0.332
331,0.335
332,0.578
333,0.577
334,0.338
335,0.481
336,0.546
337,0.469
338,0.544
339,0.54
340,0.411
341,0.428
342,0.509
343,0.385
344,0.293
345,0.473
346,0.43
347,0.434
348,0.541
349,0.475
350,0.383
351,0.563
352,0.647
353,0.597
354,0.336
355,0.489
356,0.495
357,0.784
358,0.346
359,0.391
360,0.365
361,0.451
362,0.409
363,0.413
364,0.372
365,0.364
366,0.411
367,0.287
368,0.399
369,0.45
370,0.508
371,0.414
372,0.409
373,0.339
374,0.403
375,0.3
376,0.452
377,0.428
378,0.303
379,0.369
380,0.427
381,0.419
382,0.44
383,0.317
384,0.36
385,0.463
386,0.455
387,0.886
388,0.703
389,0.402
390,0.684
391,0.323
392,3.47
393,0.625
394,0.318
395,0.491
396,0.376
397,0.38
398,0.46
399,0.431
400,0.393
401,0.427
402,0.568
403,2.124
404,0.727
405,0.53
406,0.449
407,0.349
408,0.604
409,0.822
410,0.459
411,0.414
412,0.346
413,0.507
414,0.412
415,0.547
416,0.473
417,1.047
418,0.525
419,0.506
420,0.493
421,0.571
422,0.435
423,0.42
424,0.466
425,0.408
426,0.701
427,0.364
428,0.4
429,0.418
430,0.348
431,0.378
432,0.556
433,0.635
434,0.452
435,0.228
436,0.54
437,0.444
438,0.324
439,0.427
440,0.318
441,0.378
442,0.478
443,0.626
444,0.457
445,0.884
446,0.617
447,0.37
448,0.443
449,0.663
450,0.755
451,0.465
452,0.519
453,0.467
454,0.588
455,0.416
456,0.456
457,0.459
458,0.471
459,0.459
460,0.442
461,0.41
462,0.487
463,0.57
464,0.636
465,0.59
466,0.581
467,0.579
468,0.395
469,0.503
470,0.534
471,0.515
472,0.495
473,0.496
474,0.607
475,0.608
476,0.516
477,0.515
478,3.458
479,0.469
480,0.464
481,0.657
482,0.581
483,0.58
484,0.578
485,0.494
486,0.385
487,0.532
488,0.589
489,0.49
490,0.559
491,0.534
492,0.572
493,0.556
494,0.53
495,0.518
496,0.655
497,0.581
498,0.627
499,0.493
500,0.591
501,0.591
502,0.529
503,0.518
504,0.54
505,0.511
506,0.505
507,0.586
508,0.6
509,0.562
510,0.47
511,0.507
512,0.562
513,0.571
514,0.753
515,0.765
516,0.611
517,0.523
518,0.53
519,0.47
520,0.534
521,0.459
522,0.543
523,0.422
524,0.458
525,0.374
526,0.451
527,0.666
528,0.7
529,0.493
530,0.578
531,0.438
532,0.616
533,0.519
534,0.367
535,0.486
536,0.575
537,0.38
538,0.425
539,0.527
540,0.471
541,0.499
542,0.507
543,0.567
544,0.55
545,0.596
546,0.458
547,0.458
548,0.573
549,0.399
550,0.501
551,0.4
552,0.795
553,0.462
554,0.546
555,0.448
556,0.714
557,0.479
558,0.439
559,0.585
560,0.46
561,0.496
562,0.448
563,2.513
564,0.634
565,0.476
566,0.619
567,0.461
568,0.639
569,0.547
570,0.462
571,0.441
572,0.468
573,0.547
574,0.566
575,0.478
576,0.496
577,0.507
578,0.553
579,0.622
580,0.538
581,0.577
582,0.542
583,0.65
584,0.525
585,0.413
586,0.564
587,0.445
588,0.589
589,0.488
590,0.544
591,0.456
592,0.51
593,0.584
594,0.498
595,0.461
596,0.469
597,0.549
598,0.617
599,0.41
600,0.57
601,0.476
602,0.539
603,0.453
604,0.51
605,0.704
606,0.577
607,0.574
608,0.373
609,0.638
610,0.382
611,0.385
612,0.599
613,0.507
614,0.566
615,0.423
616,0.888
617,0.392
618,0.509
619,0.533
620,0.554
621,0.497
622,0.749
623,0.579
624,0.496
625,0.539
626,0.547
627,0.446
628,0.457
629,0.546
630,0.626
631,0.448
632,0.491
633,0.625
634,0.516
635,0.496
636,0.701
637,0.691
638,0.495
639,0.629
640,0.597
641,0.449
642,0.523
643,0.604
644,0.637
645,0.61
646,0.437
647,0.588
648,2.381
649,0.462
650,0.501
651,0.38
652,0.41
653,0.722
654,0.504
655,0.563
656,0.706
657,0.46
658,0.47
659,0.524
660,0.665
661,0.552
662,0.462
663,0.747
664,0.536
665,0.537
666,0.495
667,0.48
668,0.526
669,0.389
670,0.507
671,0.612
672,0.594
673,0.463
674,0.472
675,0.512
676,0.492
677,0.522
678,0.389
679,0.545
680,0.573
681,0.359
682,0.546
683,0.533
684,0.356
685,0.474
686,0.588
687,0.325
688,0.387
689,0.291
690,0.455
691,0.367
692,0.525
693,0.37
694,0.376
695,0.465
696,0.508
697,0.468
698,0.441
699,0.785
700,0.479
701,0.55
702,0.45
703,0.526
704,0.41
705,0.478
706,0.649
707,0.462
708,0.647
709,0.704
710,0.331
711,0.665
712,0.977
713,0.468
714,0.559
715,0.596
716,0.596
717,0.389
718,0.497
719,0.489
720,0.454
721,0.564
722,0.596
723,0.558
724,0.502
725,0.568
726,0.481
727,0.459
728,0.466
729,0.633
730,0.434
731,0.564
732,0.434
733,0.514
734,2.871
735,0.55
736,0.465
737,0.48
738,0.435
739,0.562
740,0.587
741,0.6
742,0.478
743,0.411
744,0.482
745,0.477
746,0.644
747,0.531
748,0.707
749,0.631
750,0.617
751,0.548
752,0.4
753,0.518
754,0.532
755,0.569
756,0.5
757,0.515
758,0.563
759,0.415
760,0.383
761,0.577
762,0.551
763,0.541
764,0.481
765,0.64
766,0.511
767,0.603
768,0.582
769,0.498
770,0.554
771,0.608
772,0.644
773,0.524
774,0.493
775,0.506
776,0.407
777,0.612
778,0.371
779,0.382
780,0.732
781,0.65
782,0.425
783,0.516
784,0.59
785,0.549
786,0.53
787,0.596
788,0.575
789,0.609
790,0.408
791,0.548
792,0.365
793,0.61
794,0.615
795,0.584
796,0.394
797,0.529
798,0.504
799,0.525
800,0.551
801,0.615
802,0.624
803,0.487
804,0.371
805,0.611
806,0.577
807,0.456
808,0.499
809,0.707
810,0.408
811,0.457
812,0.57
813,0.656
814,0.588
815,0.639
816,0.56
817,0.37
818,0.545
819,2.42
820,0.611
821,0.619
822,0.653
823,0.541
824,0.411
825,0.645
826,0.5
827,0.551
828,0.485
829,0.52
830,0.509
831,0.571
832,0.557
833,0.461
834,0.276
835,0.366
836,0.779
837,0.524
838,0.624
839,0.593
840,0.54
841,0.523
842,0.555
843,0.591
844,0.583
845,0.451
846,0.494
847,0.405
848,0.478
849,0.59
850,0.452
851,0.542
852,0.47
853,0.499
854,0.519
855,0.728
856,0.642
857,0.522
858,0.601
859,0.469
860,0.509
861,0.737
862,0.582
863,0.651
864,0.527
865,0.39
866,0.61
867,0.509
868,0.446
869,0.517
870,0.747
871,0.616
872,0.657
873,0.6
874,0.485
875,0.634
876,0.447
877,0.582
878,0.405
879,0.438
880,0.471
881,0.612
882,0.522
883,0.525
884,0.528
885,0.542
886,0.488
887,0.526
888,0.55
889,0.646
890,0.605
891,0.619
892,0.557
893,0.597
894,0.403
895,0.596
896,0.422
897,0.595
898,0.566
899,0.551
900,0.471
901,0.73
902,0.429
903,0.542
904,3.024
905,0.41
906,0.722
907,0.563
908,0.666
909,0.643
910,0.439
911,0.603
912,0.513
913,0.51
914,0.559
915,0.537
916,0.515
917,0.554
918,0.444
919,0.518
920,0.614
921,0.399
922,0.398
923,0.668
924,0.457
925,0.674
926,0.533
927,0.486
928,0.572
929,0.472
930,0.415
931,0.427
932,0.582
933,0.531
934,0.547
935,0.523
936,0.521
937,0.486
938,0.678
939,0.534
940,0.535
941,0.522
942,0.594
943,0.543
944,0.456
945,0.522
946,0.528
947,0.504
948,0.476
949,0.577
950,0.395
951,0.795
952,0.515
953,0.689
954,0.496
955,0.445
956,0.683
957,0.681
958,0.81
959,0.552
960,0.587
961,0.563
962,0.649
963,0.44
964,0.502
965,0.697
966,0.741
967,0.538
968,0.697
969,0.484
970,0.619
971,0.625
972,0.501
973,0.715
974,0.67
975,0.424
976,0.745
977,0.681
978,0.604
979,0.679
980,0.569
981,0.655
982,0.474
983,0.548
984,0.466
985,0.716
986,0.413
987,0.525
988,0.53
989,0.517
990,2.694
991,0.715
992,0.644
993,0.589
994,0.477
995,0.278
996,0.398
997,0.534
998,0.717
999,0.703
